src,dst,wgh
AB,AV,610.0
AG,OB,294.0
SZ,SP,519.0
DT,SP,514.0
FW,HI,315.0
HL,HJ,615.0
UM,PV,11.0
WU,RU,304.0
HJ,EO,862.0
YE,EP,239.0
NG,NW,984.0
DS,JY,741.0
AD,CP,586.0
CK,YX,64.0
WN,QG,842.0
EH,UT,385.0
UX,HO,594.0
JZ,QV,457.0
YP,ZI,981.0
RJ,XJ,264.0
NU,QA,703.0
SR,HJ,864.0
EE,JH,327.0
TO,NW,677.0
JY,HD,285.0
A,QK,734.0
AK,DF,35.0
CS,FE,133.0
TI,UZ,439.0
RD,AL,405.0
EC,UZ,498.0
GK,WY,850.0
WY,GY,419.0
LC,BB,997.0
AE,KI,256.0
NP,QG,447.0
PX,SF,121.0
CR,ZN,899.0
DW,C,173.0
GE,BB,842.0
TF,JN,95.0
IH,SU,910.0
XC,LN,851.0
PM,MC,830.0
WW,SQ,318.0
PQ,QR,971.0
TD,VF,558.0
VG,JY,412.0
EQ,XD,307.0
LX,TG,739.0
II,LX,705.0
KL,AQ,888.0
RS,ZT,972.0
GP,VU,439.0
PH,MI,585.0
RP,OH,84.0
RK,BB,523.0
TS,DA,975.0
IB,KJ,962.0
VH,DB,157.0
CE,BB,274.0
XK,UU,860.0
YU,HP,754.0
MH,QV,845.0
PZ,FP,613.0
RM,CV,971.0
XJ,MD,680.0
N,XJ,457.0
PY,ZY,849.0
NT,FK,660.0
TQ,OS,92.0
CV,OR,454.0
IS,XZ,31.0
FD,QQ,293.0
IQ,VE,27.0
BK,TF,365.0
CZ,TG,500.0
YA,ZT,549.0
IK,H,742.0
G,VV,146.0
ZI,JT,522.0
WZ,D,462.0
XX,OH,469.0
MG,VQ,616.0
MZ,XO,179.0
IR,OH,18.0
DG,GK,442.0
BG,C,543.0
PW,HP,537.0
GY,YE,55.0
VO,DR,419.0
XR,VK,239.0
BF,TL,3.0
OL,MD,995.0
WG,ZY,743.0
GV,MS,886.0
ZT,BM,311.0
JD,OR,196.0
FK,RG,104.0
WD,OM,125.0
FE,YJ,288.0
TU,DW,891.0
DE,RB,275.0
OR,TQ,879.0
DD,IK,186.0
YE,OX,160.0
MQ,DR,124.0
ZR,MD,531.0
ZQ,DM,214.0
NI,ZY,141.0
HC,NI,34.0
FC,GA,927.0
ZK,KP,511.0
BJ,IP,255.0
SE,IQ,537.0
DR,KO,147.0
MW,LE,143.0
T,X,850.0
Y,ND,658.0
NE,FV,968.0
QW,XP,638.0
BL,KJ,666.0
WJ,GL,336.0
UO,MJ,19.0
FT,TQ,956.0
SV,WG,221.0
QV,OY,602.0
CA,WF,189.0
UD,GG,776.0
JF,PN,971.0
BU,AI,695.0
PA,WA,670.0
QP,WB,769.0
SX,YA,839.0
QS,DM,97.0
JE,GW,243.0
WF,PI,246.0
JC,EB,957.0
OU,AD,877.0
MZ,GB,314.0
AM,PH,496.0
SM,RX,60.0
SP,I,106.0
DJ,I,726.0
HW,VV,430.0
HR,IP,156.0
MT,NE,5.0
RB,WL,750.0
ZZ,FW,488.0
WG,IL,404.0
LI,RS,68.0
YO,KK,441.0
AA,AN,442.0
TG,MY,881.0
JS,JA,568.0
HS,BS,811.0
YI,RN,755.0
NF,NO,745.0
NA,AI,887.0
CH,WV,267.0
RC,PO,479.0
CK,EG,576.0
RA,MT,237.0
WS,IV,562.0
US,BN,998.0
JU,KU,76.0
VH,NJ,494.0
AA,NZ,608.0
NG,GR,139.0
VB,UM,979.0
FV,UM,393.0
VE,BX,319.0
FY,BX,164.0
YT,JG,410.0
WT,BY,410.0
JN,JG,128.0
PI,PT,632.0
X,CN,599.0
CC,XB,816.0
PD,CN,72.0
WN,JB,618.0
XL,YF,450.0
RF,LP,435.0
CE,YV,558.0
UX,AJ,276.0
FR,AJ,995.0
VC,NP,854.0
HZ,CI,637.0
YS,O,289.0
TP,PI,981.0
VE,PJ,874.0
XH,EC,642.0
D,UR,625.0
AN,HM,312.0
NO,PY,28.0
LO,IQ,404.0
TO,GR,39.0
UT,JG,608.0
HV,LF,173.0
NS,UN,692.0
AP,JG,436.0
TI,NU,645.0
EC,NU,470.0
GK,PT,263.0
XD,MZ,32.0
AE,DD,230.0
PX,LA,857.0
CL,ZL,222.0
IG,CY,64.0
ZE,NK,464.0
OB,JL,364.0
PQ,JM,697.0
XT,RY,307.0
KN,ZG,928.0
GT,ER,240.0
AZ,VI,179.0
CX,ZV,201.0
RS,SO,134.0
CH,FI,407.0
UA,UN,971.0
TV,HH,15.0
TA,CO,893.0
LU,AP,710.0
QC,JW,168.0
QF,UH,912.0
IZ,SI,470.0
XF,AJ,498.0
YU,AK,209.0
MH,JQ,692.0
NW,JR,593.0
CT,FS,206.0
FB,HR,993.0
TR,QE,464.0
IO,MF,693.0
XJ,EY,957.0
BI,KG,823.0
I,CY,864.0
PY,ST,799.0
SG,US,294.0
DA,US,984.0
TV,UT,58.0
GS,JM,355.0
H,XH,683.0
MI,CT,716.0
CZ,MB,837.0
VS,QP,765.0
ZI,CO,757.0
XU,ZR,741.0
VP,FD,600.0
IJ,ML,87.0
ZM,HD,563.0
DG,F,707.0
RW,HS,91.0
UJ,WX,208.0
UE,JR,126.0
OI,XN,746.0
Q,MF,635.0
BF,MG,558.0
FN,VN,109.0
DN,OF,350.0
OL,EY,36.0
P,DO,169.0
SN,VI,672.0
UC,VJ,536.0
BC,AU,478.0
DC,IC,278.0
WI,UN,688.0
GX,HH,767.0
BR,MQ,433.0
R,FI,534.0
PC,SO,151.0
SP,XC,667.0
DE,JW,694.0
TZ,JX,717.0
FE,RE,486.0
LJ,VD,482.0
LE,HX,806.0
OR,ML,187.0
QG,MM,224.0
SJ,BF,801.0
HL,KM,586.0
WE,AK,641.0
JD,UY,922.0
OQ,DU,250.0
K,DU,661.0
DS,NB,903.0
DV,XM,972.0
FF,KH,222.0
XY,OV,121.0
YG,JM,863.0
US,ZH,505.0
UN,MB,30.0
BJ,BK,452.0
HL,XY,300.0
YE,VE,771.0
LB,JX,988.0
DL,KM,705.0
LO,SY,250.0
PG,HS,625.0
QV,HT,506.0
HX,YI,343.0
DP,PB,420.0
DK,BV,85.0
UI,MH,840.0
WQ,OG,67.0
JK,VO,724.0
RI,QU,358.0
YN,KC,585.0
PE,TK,17.0
SM,KS,149.0
SU,FJ,493.0
XC,OQ,289.0
HR,BK,272.0
PB,HY,356.0
GD,YN,588.0
FN,EA,576.0
UW,OL,505.0
WG,BG,812.0
PQ,TU,355.0
AK,TU,364.0
NL,G,729.0
DX,YI,739.0
HP,NC,636.0
PS,VO,522.0
RC,IJ,58.0
PN,II,238.0
WS,BQ,408.0
JU,DP,829.0
NM,VJ,987.0
DT,EF,521.0
IB,NM,773.0
YU,KS,617.0
YZ,XY,149.0
AA,GU,334.0
NG,M,586.0
RR,TE,614.0
VB,NH,77.0
HY,CA,303.0
JN,CB,797.0
FX,PB,615.0
XL,RA,466.0
IA,DU,421.0
NX,NC,778.0
NS,W,442.0
EM,TP,348.0
KE,PR,90.0
XF,YD,609.0
YU,YE,255.0
KC,MW,499.0
LM,R,911.0
RO,WF,848.0
MJ,GE,830.0
TO,M,897.0
MD,NH,570.0
CP,JJ,806.0
A,CA,834.0
AP,CB,569.0
VV,VU,894.0
XD,FU,350.0
MF,PB,103.0
NP,BW,845.0
BH,YI,364.0
SC,YJ,905.0
EZ,NC,60.0
TP,VP,636.0
MJ,TQ,689.0
PR,KY,504.0
EO,GZ,587.0
ET,UF,935.0
WW,EG,283.0
LT,AH,979.0
ZE,GF,480.0
OG,PM,45.0
DD,LN,239.0
PO,M,666.0
VQ,WA,88.0
LX,EW,393.0
K,OC,686.0
OD,EA,55.0
DA,AB,713.0
VF,PX,876.0
ZQ,GP,932.0
AW,CR,307.0
QA,W,599.0
VX,JE,487.0
GW,WK,984.0
IZ,LD,525.0
XP,TQ,681.0
NW,CM,642.0
SJ,YZ,160.0
DD,YZ,161.0
FG,NS,935.0
ZO,SH,702.0
IT,SG,663.0
GT,KY,563.0
IO,FA,627.0
BN,QH,10.0
N,IZ,70.0
SG,NN,190.0
EV,HP,6.0
UO,PM,441.0
FA,UV,858.0
TQ,AI,662.0
TT,KT,163.0
H,QC,78.0
MC,CR,524.0
OK,EQ,150.0
E,EQ,644.0
IO,SM,326.0
KW,UL,181.0
T,QM,25.0
BI,QN,6.0
EV,VB,328.0
GY,JU,926.0
EY,CM,948.0
JL,YZ,123.0
ZZ,IZ,479.0
BF,FB,559.0
TY,JP,469.0
WL,YU,511.0
MV,SB,532.0
QN,GV,102.0
UC,OE,251.0
FK,CW,785.0
FP,QC,761.0
QS,UB,465.0
WI,NI,311.0
XS,AD,247.0
OU,QS,415.0
O,QS,181.0
KM,HL,373.0
BR,FL,324.0
JC,UQ,814.0
YH,LZ,170.0
JB,LZ,569.0
HR,ZE,431.0
WH,ER,467.0
OW,SM,121.0
BQ,ZU,421.0
OR,FG,649.0
FI,OO,478.0
UR,YZ,612.0
WB,LU,946.0
YJ,NT,691.0
LD,VB,220.0
HJ,AM,899.0
OV,JV,62.0
ZT,AO,468.0
OT,HA,105.0
UQ,QI,336.0
DQ,DB,22.0
HN,FB,623.0
YD,UW,922.0
VY,AI,585.0
HS,SH,751.0
AC,SW,253.0
WN,ME,217.0
UN,EW,272.0
HH,ME,123.0
JP,OD,587.0
FH,EW,410.0
JK,AX,866.0
FX,ZJ,371.0
DO,OT,456.0
FR,DM,524.0
HG,DN,144.0
HJ,NY,631.0
FQ,XV,736.0
QW,JF,469.0
JN,ZV,101.0
LQ,OO,381.0
LL,BI,318.0
S,FW,505.0
CF,VB,133.0
QV,AO,269.0
HX,RD,774.0
BZ,E,4.0
FM,DS,964.0
HU,FR,336.0
JH,CX,933.0
BY,TN,975.0
EB,IG,451.0
AM,AX,605.0
FO,FM,665.0
AN,YB,538.0
AL,VG,687.0
TJ,KA,768.0
GD,RI,775.0
EI,XG,718.0
HQ,OO,306.0
NQ,FH,47.0
AF,J,238.0
YI,DD,549.0
NP,ZQ,304.0
AH,BD,432.0
TA,FR,563.0
XC,UX,155.0
GC,HQ,711.0
PH,IG,514.0
NM,OE,306.0
TE,KG,560.0
IG,TN,667.0
EN,WC,141.0
CN,OU,737.0
PO,XG,40.0
XO,VH,818.0
II,VH,44.0
PI,BJ,303.0
EK,KQ,637.0
TA,TD,112.0
VI,VC,572.0
FX,HW,488.0
XL,JV,827.0
LU,RE,126.0
TS,MK,879.0
IB,TT,475.0
VH,ML,900.0
G,RT,683.0
YP,DT,678.0
KC,FR,236.0
EL,DT,819.0
RM,MF,707.0
XE,IH,37.0
TP,AY,527.0
PT,WC,813.0
NO,BO,531.0
AQ,DN,969.0
MI,TI,754.0
CP,CE,934.0
RY,MP,63.0
GK,BJ,818.0
KS,KQ,380.0
BH,RD,820.0
TK,BE,319.0
KM,RT,426.0
IM,KL,222.0
XS,KL,30.0
OE,GN,160.0
ME,F,515.0
IR,XR,558.0
DG,PU,946.0
WZ,IN,248.0
PR,DT,607.0
RZ,FS,834.0
HB,OZ,492.0
KQ,WI,685.0
ZJ,MG,412.0
ZE,A,521.0
DD,EI,908.0
TW,BO,918.0
K,GX,17.0
YY,GD,409.0
OA,PK,743.0
AZ,GY,332.0
CX,LL,451.0
SQ,TI,377.0
WD,XW,857.0
KH,RZ,891.0
R,VX,346.0
TU,NG,355.0
IW,WN,840.0
WC,PF,259.0
GR,BZ,115.0
IZ,DY,322.0
ZK,GN,6.0
BO,RT,799.0
FL,TT,728.0
CX,YX,828.0
QD,RP,22.0
IV,MV,380.0
ZL,Q,398.0
ZQ,MW,654.0
BP,KW,50.0
HC,WS,75.0
VX,PL,623.0
KU,LM,73.0
YF,RK,984.0
KZ,YS,587.0
W,UT,279.0
MW,UO,543.0
T,JH,781.0
Y,WN,48.0
QM,GN,642.0
SB,GO,347.0
PG,YH,10.0
FN,HD,550.0
DN,V,509.0
WL,RP,54.0
XV,EK,359.0
HF,RP,824.0
OY,P,350.0
UC,GZ,307.0
DH,GY,652.0
BX,UD,24.0
WF,YS,473.0
WI,GD,768.0
O,JN,598.0
AM,YR,437.0
CB,YS,78.0
FJ,QA,345.0
OW,LH,865.0
BT,AA,118.0
UR,RU,84.0
KY,AQ,259.0
YO,TU,561.0
NG,CP,693.0
QT,HD,918.0
SN,UK,321.0
EA,WI,761.0
UQ,JD,31.0
NI,EJ,814.0
OX,EK,53.0
DU,AL,279.0
ZA,UE,730.0
JP,GY,335.0
LE,GZ,119.0
Z,AF,817.0
UM,SA,494.0
WU,TZ,624.0
RO,ZI,709.0
CI,ZI,755.0
AD,EU,627.0
FQ,QQ,431.0
SW,JI,37.0
FY,LH,815.0
JN,SQ,360.0
NA,XE,752.0
CF,NW,142.0
SY,LC,795.0
WN,SL,201.0
IA,UJ,82.0
LS,JD,807.0
RF,UZ,222.0
VC,WZ,580.0
HZ,LS,821.0
BY,MI,729.0
EB,BB,471.0
RH,WT,490.0
TP,YS,37.0
EE,LM,456.0
HW,AG,477.0
AL,OB,508.0
TJ,CV,687.0
GD,KD,965.0
HQ,HJ,654.0
NN,QR,673.0
CP,ZY,874.0
AP,SQ,595.0
TL,EP,22.0
GK,ZD,612.0
NK,FF,429.0
CH,BG,902.0
EU,QL,771.0
IH,UZ,307.0
BB,TA,109.0
GD,XP,827.0
IL,ZO,598.0
WW,UV,130.0
WR,HP,336.0
ZE,WU,869.0
JT,JO,256.0
OB,SV,928.0
EQ,ZI,560.0
XO,OC,778.0
II,OC,336.0
LX,VL,463.0
KI,VK,562.0
NY,HJ,548.0
XI,VF,803.0
XL,CQ,240.0
QC,TG,129.0
H,TF,710.0
AW,TG,468.0
ZN,LS,785.0
E,HT,427.0
CT,PC,321.0
QE,VA,151.0
TM,MI,519.0
TR,ZO,132.0
IO,VP,821.0
ML,XP,700.0
IR,DA,572.0
ZM,DB,799.0
CV,QW,197.0
FD,SV,858.0
GS,SW,197.0
VR,CV,28.0
KA,KE,181.0
ZL,XK,822.0
BK,VK,513.0
XV,OS,45.0
KS,DL,956.0
OK,VF,149.0
UC,RH,882.0
EW,RH,677.0
XX,QM,517.0
IR,QM,433.0
MB,KP,531.0
DG,IP,911.0
BG,BH,34.0
KQ,PD,386.0
QG,IK,834.0
DI,KJ,300.0
XQ,OY,794.0
QI,KE,675.0
KM,YA,684.0
MU,ZZ,681.0
OX,OS,498.0
SK,TG,289.0
WC,IA,511.0
ZP,MO,767.0
MM,BH,569.0
TW,HV,375.0
GQ,PD,555.0
KY,YK,522.0
F,Y,348.0
OT,XP,40.0
UL,TR,613.0
FF,TR,881.0
FA,GL,8.0
VY,QX,674.0
KV,MY,552.0
ZQ,FR,468.0
X,WF,87.0
OS,OY,776.0
YF,KF,862.0
ZK,MU,129.0
W,NO,7.0
Z,XZ,436.0
SE,KV,527.0
TC,ZZ,867.0
FB,O,634.0
UK,JZ,424.0
XZ,RI,127.0
BI,CD,570.0
CG,RH,985.0
SR,TW,803.0
QR,MO,138.0
EV,GR,54.0
FT,VV,64.0
JQ,XV,368.0
JL,KP,121.0
DP,YL,788.0
FS,NE,472.0
UD,IL,961.0
UI,VR,455.0
WQ,XQ,605.0
BZ,PT,681.0
MV,DR,822.0
FM,UH,114.0
HP,JA,107.0
YN,TM,947.0
YI,GG,313.0
EB,YV,165.0
UU,WB,109.0
SU,OT,715.0
FJ,IV,840.0
HR,KU,85.0
YK,IA,730.0
PB,RI,832.0
BV,YQ,495.0
DT,AD,509.0
DY,NJ,456.0
GG,PI,666.0
AF,PY,9.0
SI,Z,624.0
NF,PT,573.0
LF,IL,938.0
FZ,NU,460.0
DZ,GM,411.0
GC,YF,610.0
HM,LA,277.0
JP,T,815.0
AG,JB,463.0
PK,GG,134.0
QZ,GH,904.0
VB,WR,100.0
ID,YQ,902.0
YW,VW,152.0
CC,ZG,859.0
X,ES,112.0
CK,TX,613.0
WN,LG,336.0
NX,WM,71.0
LM,JB,777.0
CW,UH,57.0
XE,YW,379.0
YR,WC,728.0
D,WW,662.0
EI,IW,70.0
UT,LL,371.0
UY,YR,131.0
XB,NK,259.0
JV,US,1000.0
MD,WR,184.0
JY,CD,600.0
NN,JM,763.0
CS,AE,277.0
TI,PZ,834.0
LX,AU,520.0
YY,JG,741.0
WY,BY,577.0
PP,SO,615.0
BC,UM,115.0
TH,HI,310.0
WZ,ZC,66.0
TF,EN,367.0
JR,AP,949.0
OE,XC,724.0
PR,UI,533.0
GD,QK,803.0
WW,NQ,339.0
WR,AK,99.0
ES,UY,531.0
VL,SE,209.0
KI,OF,270.0
II,GX,414.0
IN,UD,206.0
NV,ST,518.0
AX,US,100.0
PN,AF,217.0
OD,NK,777.0
YX,OB,822.0
ZQ,PZ,750.0
KK,PZ,208.0
QC,MB,305.0
EJ,QP,57.0
XM,SP,369.0
GM,FI,549.0
ZK,XC,293.0
XF,CO,467.0
XK,PU,981.0
ZN,EN,9.0
QE,NV,992.0
VU,HC,254.0
FD,LQ,940.0
BK,OF,838.0
EX,ST,655.0
HF,US,277.0
PU,AV,814.0
UC,KC,901.0
FB,XI,24.0
UH,XI,577.0
BH,CT,955.0
SC,CU,631.0
VU,UO,964.0
UE,LW,511.0
GY,TE,586.0
KT,SJ,842.0
Q,OK,342.0
QL,OL,59.0
DI,DE,35.0
DN,QK,753.0
RY,LR,760.0
GV,HS,16.0
JD,JR,578.0
MS,RA,772.0
UC,XO,885.0
QI,CZ,215.0
DG,OW,923.0
QH,XI,762.0
DE,MB,268.0
YH,VJ,669.0
LJ,XI,562.0
BT,QP,66.0
DD,DK,906.0
HL,MR,130.0
SJ,DK,978.0
VW,HY,373.0
GQ,HY,960.0
DS,PG,400.0
ZW,UJ,186.0
OO,DE,118.0
QD,DF,915.0
DV,ZR,35.0
SQ,SK,245.0
FF,MM,151.0
SL,FE,192.0
WD,WY,723.0
ND,HS,12.0
OX,UZ,211.0
WN,VO,147.0
JK,KH,130.0
KZ,KI,312.0
LE,XO,239.0
W,GJ,305.0
QP,DP,205.0
Z,QU,911.0
HG,MX,555.0
HJ,XI,320.0
WO,OR,671.0
UO,HJ,547.0
LQ,XY,55.0
ND,VE,905.0
SV,RG,355.0
QV,JY,355.0
ST,OL,671.0
WQ,QL,957.0
RI,SZ,308.0
FM,NC,943.0
SX,TA,984.0
VA,HT,912.0
LH,TP,205.0
YN,MH,188.0
NP,VO,334.0
AM,KH,39.0
CB,KI,331.0
NJ,R,382.0
GG,ID,101.0
UW,QQ,245.0
UR,DK,198.0
YL,XZ,675.0
NL,BL,485.0
CN,KS,808.0
BS,FZ,65.0
TL,VE,906.0
JS,EA,148.0
YD,H,548.0
YX,YJ,345.0
JR,YJ,419.0
NJ,ND,799.0
PK,B,206.0
QZ,C,748.0
WU,FP,492.0
JJ,R,802.0
AA,IZ,954.0
RO,KY,659.0
AY,YD,951.0
NG,BR,224.0
RR,VJ,840.0
FV,PM,154.0
VB,PM,535.0
VJ,KD,290.0
NY,XY,157.0
RQ,MS,530.0
CK,MS,694.0
AQ,L,917.0
CF,M,729.0
UY,EA,156.0
FX,RG,711.0
WN,EB,519.0
IA,FZ,47.0
LP,NI,814.0
NX,PH,671.0
CZ,YO,999.0
EM,VU,888.0
KE,RW,64.0
NR,WK,674.0
KC,PB,764.0
PZ,YJ,964.0
AT,YJ,977.0
RJ,LE,340.0
CW,NC,848.0
EG,X,583.0
ZM,TQ,644.0
NO,KY,162.0
CL,GZ,331.0
AL,R,384.0
VR,TK,153.0
RI,BM,129.0
IK,SB,585.0
IF,EV,229.0
ZD,PH,808.0
OF,YO,422.0
RS,AC,180.0
CR,NI,255.0
VK,RW,113.0
IM,TV,393.0
MJ,VV,314.0
DG,ZE,601.0
IL,LE,138.0
LT,CM,21.0
QG,YZ,698.0
OB,EL,524.0
DD,NS,575.0
PO,BR,838.0
GQ,SG,83.0
KI,HA,791.0
II,S,97.0
AZ,QI,275.0
RN,AI,109.0
AS,AH,225.0
TV,CH,575.0
QC,EW,367.0
H,EV,240.0
EJ,JK,45.0
FH,YO,335.0
XM,LK,143.0
WC,YP,493.0
IZ,NI,400.0
ZK,PX,466.0
SE,NY,860.0
TW,YK,683.0
IO,HF,40.0
GO,X,765.0
LB,WK,655.0
ML,JF,9.0
ZO,UM,40.0
PT,AN,144.0
FA,XA,125.0
CV,CM,354.0
UO,RR,717.0
TQ,CN,136.0
TT,MY,461.0
ZL,JA,135.0
ZQ,WG,34.0
MN,KZ,629.0
QA,PN,941.0
VX,YV,143.0
VS,LP,649.0
HF,NN,496.0
IU,NO,800.0
YA,NO,485.0
FB,QD,223.0
SH,IV,980.0
HE,EW,909.0
IJ,HL,45.0
IO,UR,16.0
YC,PI,656.0
XX,CC,188.0
QO,SS,228.0
VP,AD,956.0
BD,FM,453.0
MZ,LJ,676.0
SB,PY,194.0
DJ,EQ,716.0
EY,ER,839.0
GY,LZ,165.0
XR,JF,966.0
QQ,UM,291.0
BF,HG,151.0
MS,JV,830.0
U,LU,840.0
ZW,S,17.0
OY,IZ,305.0
FP,SH,633.0
GZ,FC,423.0
ZX,WW,971.0
KM,JQ,855.0
LK,YU,112.0
PC,NO,96.0
DG,HR,608.0
QH,QD,207.0
SK,EW,972.0
TZ,EX,300.0
JB,OE,710.0
ZZ,YQ,618.0
OW,UR,540.0
L,HL,854.0
DT,QS,758.0
SO,JL,206.0
UM,NY,978.0
LD,XG,851.0
DS,IB,551.0
ZR,Y,160.0
SI,QO,125.0
DV,SM,833.0
SQ,LF,855.0
JN,OO,153.0
HS,UM,275.0
HN,HG,397.0
VY,CN,752.0
LF,ZA,58.0
BM,HW,742.0
DZ,XB,27.0
JP,QI,68.0
KZ,DD,647.0
W,E,420.0
AG,ZQ,24.0
WK,CX,693.0
HJ,QD,872.0
Y,AY,233.0
EL,XL,468.0
SR,FM,478.0
UG,FN,885.0
FY,UR,494.0
PD,VH,880.0
HX,TI,107.0
JF,DI,782.0
NS,ZV,268.0
LS,SN,602.0
PF,XB,812.0
FU,AO,552.0
YN,FC,654.0
JH,FC,253.0
LM,ZQ,910.0
NP,OJ,66.0
LC,E,603.0
LH,MK,130.0
UZ,UX,933.0
PB,CY,637.0
BV,KG,597.0
UW,JL,519.0
HQ,QT,377.0
LI,FN,113.0
CN,DN,633.0
RI,ZG,64.0
EA,AT,494.0
YI,FI,62.0
TH,XX,80.0
GE,MQ,370.0
TF,VC,957.0
RA,AO,97.0
PM,XR,824.0
EJ,TS,705.0
IB,IM,424.0
JO,FS,286.0
AY,QY,944.0
QT,A,532.0
FV,IH,81.0
XO,XM,464.0
TB,AZ,740.0
KL,MF,215.0
RN,YC,759.0
PI,DO,531.0
PN,QU,549.0
EK,MV,609.0
CC,KW,262.0
RQ,FN,204.0
VD,KB,367.0
LP,GD,448.0
NX,IC,352.0
QA,ZV,714.0
GM,VX,158.0
PZ,RE,531.0
RJ,DZ,753.0
TP,DD,682.0
GJ,KL,782.0
KB,F,252.0
NT,QZ,176.0
PW,FS,159.0
CQ,NA,949.0
VT,PA,711.0
ZG,TO,422.0
MI,VN,897.0
OL,KG,641.0
CP,EJ,310.0
GH,WD,360.0
ZD,IC,591.0
XD,AU,743.0
SC,TJ,740.0
BC,GC,370.0
GZ,PK,895.0
BH,TI,158.0
IR,ZW,986.0
IH,K,558.0
OE,IS,377.0
KP,BJ,883.0
BG,KR,804.0
OH,TD,996.0
VM,ML,665.0
QG,RU,86.0
OL,XS,951.0
BA,RU,206.0
RT,PA,587.0
ZT,NB,300.0
MQ,BU,319.0
YY,II,321.0
P,WI,734.0
NV,EJ,903.0
QD,GI,236.0
QI,TO,176.0
WA,PQ,447.0
UA,II,784.0
GU,PQ,417.0
GP,CK,712.0
IC,Q,427.0
OX,YC,702.0
TU,PL,24.0
EJ,CF,628.0
FH,RJ,198.0
ZK,IS,422.0
XK,BK,181.0
MM,KR,298.0
OQ,WO,145.0
K,WO,198.0
ZR,XS,707.0
LB,PF,902.0
OO,TT,870.0
QD,TU,40.0
SG,IN,348.0
DA,IN,517.0
FA,PV,600.0
IX,RV,288.0
IS,EP,692.0
KV,WI,262.0
MK,WJ,10.0
ON,LC,96.0
OS,YI,635.0
QA,II,898.0
UI,RP,776.0
QP,UE,481.0
QK,GY,596.0
FB,IY,227.0
MZ,EE,716.0
WJ,SA,471.0
UJ,KS,745.0
UO,XY,723.0
GY,EU,315.0
XW,PG,637.0
OI,LI,671.0
UD,RV,961.0
TY,EP,905.0
JA,NW,387.0
WL,TU,540.0
MX,PW,786.0
UV,LC,927.0
FU,YI,153.0
YI,PQ,160.0
ZS,CL,179.0
OU,LS,851.0
PC,GJ,901.0
FJ,SF,593.0
US,Q,519.0
YH,GZ,782.0
LJ,IY,506.0
OW,NM,803.0
RE,PL,152.0
QZ,CF,634.0
WB,GU,298.0
KY,CV,138.0
OV,EV,152.0
DS,AW,583.0
HK,SQ,190.0
NF,ZD,503.0
HM,UK,771.0
UN,W,940.0
AB,FF,248.0
TC,EK,327.0
GB,YY,84.0
CD,OH,179.0
AD,GZ,714.0
SW,LN,957.0
DQ,LN,623.0
TB,YT,395.0
QW,EF,519.0
EF,XJ,209.0
CF,QB,847.0
SY,NH,147.0
IA,WO,623.0
WQ,CB,22.0
LH,FF,163.0
BY,ON,826.0
PE,HF,486.0
RH,YY,592.0
KB,WZ,826.0
XC,CL,755.0
AN,TB,189.0
AL,QG,290.0
RB,DB,704.0
TO,SG,189.0
NN,SW,374.0
CS,JO,767.0
LX,KE,992.0
XD,YO,160.0
MA,UP,523.0
TH,QS,927.0
GE,FL,582.0
TF,NX,564.0
VN,PW,19.0
VI,CQ,9.0
TE,FG,98.0
CJ,FF,768.0
NW,HU,452.0
QJ,WZ,10.0
CN,JU,466.0
MQ,ZO,386.0
NY,JO,977.0
DA,SV,425.0
VI,QC,476.0
VD,CW,588.0
OC,OD,817.0
QA,SQ,496.0
VH,HL,717.0
XF,LY,611.0
B,N,952.0
NW,VG,12.0
QE,XF,902.0
AT,JZ,910.0
SH,LY,314.0
GL,GB,938.0
TM,ON,979.0
KD,XV,389.0
MB,I,590.0
PT,RC,404.0
SB,TB,583.0
IQ,ZO,990.0
C,VQ,173.0
MI,OI,627.0
RY,HP,722.0
B,MZ,132.0
OK,XK,869.0
PU,KF,147.0
ER,GG,375.0
ZH,FM,942.0
OE,BN,672.0
DJ,VF,86.0
RZ,AS,764.0
HB,JZ,847.0
VM,FG,746.0
RT,HV,560.0
K,BX,379.0
ZW,QH,847.0
OF,XQ,63.0
AX,D,404.0
WA,IL,359.0
UA,BD,484.0
FK,VQ,857.0
ZV,HQ,385.0
MP,OY,799.0
OX,QX,642.0
DE,VL,242.0
MM,DM,406.0
BT,ZZ,923.0
FL,OT,378.0
TW,KA,710.0
IY,TH,731.0
OQ,PJ,505.0
K,PJ,751.0
AD,RH,950.0
OO,MO,764.0
BL,BH,952.0
DA,BI,242.0
ND,RC,596.0
DK,Y,280.0
UI,KK,504.0
WQ,MJ,228.0
YF,MK,963.0
IU,E,491.0
QK,T,420.0
BJ,MZ,357.0
DR,OY,483.0
DM,BS,644.0
FB,BT,993.0
UK,ME,277.0
XU,GH,94.0
JM,VL,203.0
PE,RN,1000.0
FO,KU,560.0
HD,KV,563.0
FT,YA,679.0
JL,MU,612.0
MT,EC,63.0
JF,TX,13.0
JA,GR,564.0
LI,IQ,73.0
BU,ES,251.0
FM,WM,201.0
BS,BX,770.0
DH,BY,131.0
UV,DX,455.0
WF,TS,722.0
SN,BY,235.0
LK,KK,15.0
QH,BT,9.0
UU,YG,353.0
FJ,LA,477.0
YK,KF,412.0
MO,EI,278.0
DT,CI,21.0
GG,RN,846.0
AA,EX,147.0
NL,KV,371.0
OY,IB,250.0
WV,YR,534.0
SI,CE,403.0
BS,PJ,1000.0
HS,GC,428.0
YI,VX,732.0
